link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
95,95,bpr,5106,5117,1.000000,1.203049,0.747700,1.868089,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,584.911,-1.000,0.000,498.385,584.911,86.526,,,,0.000,584.911,2.072,34.831,21.648,0.901,0.924,0.924,633.000,633.000,0.000,0.000,0.000,1.000,1.000,584.911,0.955,1.142,0.696,0.000,38.640,32.844,0.400,4.000,28.356,30.022,437.338,20.203,437.338,20.203,1.991,0.000,"",584.911,584.911,0.924,0.924,38.640,38.640,38.640,38.640,37.946,38.135,38.324,38.514,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,584.911,584.911,0.000,34.831,0.000,-34.831,0.924,0.000,-0.924,0.696,0.000,-0.696,period-based
96,96,bpr,5106,10852,1.000000,0.088656,0.055100,0.137664,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,989.554,-1.000,0.000,861.493,989.554,128.061,,,,0.000,989.554,0.261,20.381,12.667,0.527,1.563,1.563,633.000,633.000,0.000,0.000,0.000,1.000,1.000,989.554,0.955,1.142,1.590,0.000,38.640,32.844,0.400,4.000,12.490,9.228,54.524,4.304,54.524,4.304,2.034,1.633,"",989.554,989.554,1.563,1.563,38.640,38.640,38.640,38.640,37.903,38.104,38.305,38.506,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,989.554,989.554,0.000,20.381,0.000,-20.381,1.563,0.000,-1.563,1.590,0.000,-1.590,period-based
97,97,bpr,5109,4804,1.000000,0.400480,0.248900,0.514646,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,1574.465,-1.000,0.000,1359.878,1574.465,214.587,,,,0.000,1574.465,2.926,8.213,5.104,0.176,2.364,2.364,666.000,666.000,0.000,0.000,0.000,1.000,1.000,1574.465,0.955,1.142,2.550,0.000,46.690,39.687,0.400,4.000,4.167,2.215,391.884,76.778,391.884,76.778,63.273,60.890,"",1574.465,1574.465,2.364,2.364,46.690,46.690,46.690,46.690,45.735,45.996,46.256,46.516,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,1574.465,1574.465,0.000,8.213,0.000,-8.213,2.364,0.000,-2.364,2.550,0.000,-2.550,period-based
98,98,bpr,5109,11150,1.000000,0.140787,0.087500,0.180922,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,1571.463,-1.000,0.000,1084.143,1571.463,487.319,,,,0.000,1571.463,1.022,8.264,5.136,0.177,2.360,2.360,666.000,666.000,0.000,0.000,0.000,1.000,1.000,1571.463,0.955,1.142,2.544,0.000,46.690,39.687,0.400,4.000,4.196,2.233,137.503,26.771,137.503,26.771,22.032,21.196,"",1571.463,1571.463,2.360,2.360,46.690,46.690,46.690,46.690,45.736,45.996,46.256,46.517,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,1571.463,1571.463,0.000,8.264,0.000,-8.264,2.360,0.000,-2.360,2.544,0.000,-2.544,period-based
99,99,bpr,5109,11151,1.000000,0.313433,0.194800,0.449259,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,67.170,-1.000,0.000,62.873,67.170,4.297,,,,0.000,67.170,0.449,41.858,26.015,1.000,0.131,0.131,514.000,514.000,0.000,0.000,0.000,1.000,1.000,67.170,0.955,1.142,0.000,0.000,41.860,35.581,0.400,4.000,41.854,35.581,13.085,0.503,13.085,0.503,0.000,0.000,"",67.170,67.170,0.131,0.131,41.860,41.860,41.860,41.860,41.859,41.859,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,,67.170,67.170,0.000,41.858,0.000,-41.858,0.131,0.000,-0.131,0.000,0.000,-0.000,period-based
100,100,bpr,5112,5589,2.000000,0.394849,0.245400,0.377304,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,2209.012,-1.000,0.000,1957.243,2209.012,251.768,2179.200,0.000,-29.812,0.000,2209.012,0.510,46.421,28.851,0.739,1.238,1.238,892.000,1784.000,0.000,0.000,0.000,1.000,2.000,1104.506,0.955,1.142,1.219,0.000,62.790,53.371,0.400,4.000,32.514,28.348,542.091,18.789,542.091,18.789,4.898,2.447,"",2209.012,2209.012,1.238,1.238,62.790,62.790,62.790,62.790,61.622,61.940,62.259,62.578,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,2209.012,2209.012,0.000,46.421,0.000,-46.421,1.238,0.000,-1.238,1.219,0.000,-1.219,period-based
101,101,bpr,5112,11159,2.000000,0.412387,0.256300,0.394063,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1650.523,-1.000,0.000,728.128,1650.523,922.395,,,,0.000,1650.523,0.437,56.573,35.160,0.901,0.925,0.925,892.000,1784.000,0.000,0.000,0.000,1.000,2.000,825.262,0.955,1.142,0.700,0.000,62.790,53.371,0.400,4.000,46.017,48.702,423.029,12.031,423.029,12.031,1.191,0.000,"",1650.523,1650.523,0.925,0.925,62.790,62.790,62.790,62.790,61.661,61.969,62.277,62.585,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,1650.523,1650.523,0.000,56.573,0.000,-56.573,0.925,0.000,-0.925,0.700,0.000,-0.700,period-based
102,102,bpr,5112,11160,3.000000,0.342395,0.212800,0.296746,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1329.884,-1.000,0.000,4129.243,1329.884,-2799.359,,,,0.000,1329.884,0.300,68.484,42.563,0.989,0.519,0.519,854.000,2562.000,0.000,0.000,0.000,1.000,3.000,443.295,0.955,1.142,0.069,0.000,69.230,58.846,0.400,4.000,66.817,58.845,282.999,6.649,282.999,6.649,0.072,0.000,"",1329.884,1329.884,0.519,0.519,69.230,69.230,69.230,69.230,68.952,69.028,69.104,69.180,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,1329.884,1329.884,0.000,68.484,0.000,-68.484,0.519,0.000,-0.519,0.069,0.000,-0.069,period-based
103,103,bpr,5112,11172,2.000000,0.398549,0.247700,0.380840,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1364.133,-1.000,0.000,2926.566,1364.133,-1562.433,1334.200,0.000,-29.933,0.000,1364.133,0.400,59.727,37.121,0.951,0.765,0.765,892.000,1784.000,0.000,0.000,0.000,1.000,2.000,682.066,0.955,1.142,0.326,0.000,62.790,53.371,0.400,4.000,53.663,53.130,337.896,9.103,337.896,9.103,0.444,0.000,"",1364.133,1364.133,0.765,0.765,62.790,62.790,62.790,62.790,61.722,62.014,62.305,62.596,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,1364.133,1364.133,0.000,59.727,0.000,-59.727,0.765,0.000,-0.765,0.326,0.000,-0.326,period-based
104,104,bpr,5113,8002,1.000000,0.389378,0.242000,0.558115,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.558,41.860,26.016,1.000,0.000,0.000,514.000,514.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,41.860,35.581,0.400,4.000,41.860,35.581,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,0.000,0.000,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,,0.000,0.000,0.000,41.860,0.000,-41.860,0.000,0.000,0.000,0.000,0.000,0.000,period-based
105,105,bpr,5113,11148,3.000000,0.557679,0.346600,0.483328,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1332.078,-1.000,0.000,4317.727,1332.078,-2985.648,,,,0.000,1332.078,0.489,68.479,42.560,0.989,0.520,0.520,854.000,2562.000,0.000,0.000,0.000,1.000,3.000,444.026,0.955,1.142,0.070,0.000,69.230,58.846,0.400,4.000,66.801,58.845,461.698,10.848,461.698,10.848,0.118,0.000,"",1332.078,1332.078,0.520,0.520,69.230,69.230,69.230,69.230,68.950,69.027,69.103,69.179,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,1332.078,1332.078,0.000,68.479,0.000,-68.479,0.520,0.000,-0.520,0.070,0.000,-0.070,period-based
106,106,bpr,5113,11160,3.000000,0.351888,0.218700,0.304973,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1333.691,-1.000,0.000,4043.490,1333.691,-2709.800,1306.200,0.000,-27.491,0.000,1333.691,0.308,68.476,42.558,0.989,0.521,0.521,854.000,2562.000,0.000,0.000,0.000,1.000,3.000,444.564,0.955,1.142,0.070,0.000,69.230,58.846,0.400,4.000,66.790,58.845,291.678,6.854,291.678,6.854,0.075,0.000,"",1333.691,1333.691,0.521,0.521,69.230,69.230,69.230,69.230,68.949,69.026,69.102,69.179,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,1333.691,1333.691,0.000,68.476,0.000,-68.476,0.521,0.000,-0.521,0.070,0.000,-0.070,period-based
107,107,bpr,5114,5589,2.000000,0.411904,0.256000,0.393602,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,2254.583,-1.000,0.000,687.026,2254.583,1567.558,,,,0.000,2254.583,0.544,45.414,28.225,0.723,1.264,1.264,892.000,1784.000,0.000,0.000,0.000,1.000,2.000,1127.292,0.955,1.142,1.248,0.000,62.790,53.371,0.400,4.000,31.468,27.106,577.173,20.449,577.173,20.449,5.659,3.049,"",2254.583,2254.583,1.264,1.264,62.790,62.790,62.790,62.790,61.620,61.939,62.258,62.577,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,2254.583,2254.583,0.000,45.414,0.000,-45.414,1.264,0.000,-1.264,1.248,0.000,-1.248,period-based
108,108,bpr,5114,5592,2.000000,0.594043,0.369200,0.691820,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,2090.247,-1.000,0.000,1830.015,2090.247,260.232,,,,0.000,2090.247,0.932,38.228,23.759,0.742,1.234,1.234,847.000,1694.000,0.000,0.000,0.000,1.000,2.000,1045.124,0.955,1.142,1.214,0.000,51.520,43.792,0.400,4.000,26.824,23.434,771.719,32.482,771.719,32.482,8.380,4.127,"",2090.247,2090.247,1.234,1.234,51.520,51.520,51.520,51.520,50.562,50.823,51.084,51.346,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,2090.247,2090.247,0.000,38.228,0.000,-38.228,1.234,0.000,-1.234,1.214,0.000,-1.214,period-based
109,109,bpr,5114,11161,1.000000,0.361060,0.224400,0.420489,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,619.186,-1.000,0.000,571.018,619.186,48.168,,,,0.000,619.186,0.468,46.328,28.793,0.899,0.930,0.930,666.000,666.000,0.000,0.000,0.000,1.000,1.000,619.186,0.955,1.142,0.713,0.000,51.520,43.792,0.400,4.000,37.559,39.679,138.945,4.826,138.945,4.826,0.486,0.000,"",619.186,619.186,0.930,0.930,51.520,51.520,51.520,51.520,50.593,50.846,51.099,51.351,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,619.186,619.186,0.000,46.328,0.000,-46.328,0.930,0.000,-0.930,0.713,0.000,-0.713,period-based
110,110,bpr,5114,11173,1.000000,0.380046,0.236200,0.488386,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,953.439,-1.000,0.000,867.326,953.439,86.113,,,,0.000,953.439,0.796,28.644,17.802,0.613,1.432,1.432,666.000,666.000,0.000,0.000,0.000,1.000,1.000,953.439,0.955,1.142,1.438,0.000,46.690,39.687,0.400,4.000,18.492,14.632,225.202,12.650,225.202,12.650,4.890,3.520,"",953.439,953.439,1.432,1.432,46.690,46.690,46.690,46.690,45.808,46.049,46.289,46.530,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,953.439,953.439,0.000,28.644,0.000,-28.644,1.432,0.000,-1.432,1.438,0.000,-1.438,period-based
111,111,bpr,5117,5106,1.000000,1.203049,0.747700,1.868089,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,999.970,-1.000,0.000,630.957,999.970,369.013,,,,0.000,999.970,3.613,19.978,12.416,0.517,1.580,1.580,633.000,633.000,0.000,0.000,0.000,1.000,1.000,999.970,0.955,1.142,1.609,0.000,38.640,32.844,0.400,4.000,12.167,8.914,747.677,60.218,747.677,60.218,29.084,23.590,"",999.970,999.970,1.580,1.580,38.640,38.640,38.640,38.640,37.902,38.103,38.304,38.506,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,999.970,999.970,0.000,19.978,0.000,-19.978,1.580,0.000,-1.580,1.609,0.000,-1.609,period-based
112,112,bpr,5117,11255,2.000000,0.198068,0.123100,0.230669,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,2692.099,-1.000,0.000,2463.064,2692.099,229.035,,,,0.000,2692.099,0.451,26.329,16.364,0.511,1.589,1.589,847.000,1694.000,0.000,0.000,0.000,1.000,2.000,1346.049,0.955,1.142,1.620,0.000,51.520,43.792,0.400,4.000,15.979,11.651,331.397,20.252,331.397,20.252,9.902,8.076,"",2692.099,2692.099,1.589,1.589,51.520,51.520,51.520,51.520,50.535,50.803,51.072,51.341,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,2692.099,2692.099,0.000,26.329,0.000,-26.329,1.589,0.000,-1.589,1.620,0.000,-1.620,period-based
113,113,bpr,5118,5727,2.000000,0.180047,0.111900,0.209682,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,2428.768,-1.000,0.000,2318.160,2428.768,110.608,,,,0.000,2428.768,0.343,31.533,19.598,0.612,1.434,1.434,847.000,1694.000,0.000,0.000,0.000,1.000,2.000,1214.384,0.955,1.142,1.441,0.000,51.520,43.792,0.400,4.000,20.339,16.075,271.779,13.868,271.779,13.868,5.380,3.882,"",2428.768,2428.768,1.434,1.434,51.520,51.520,51.520,51.520,50.547,50.812,51.078,51.343,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,2428.768,2428.768,0.000,31.533,0.000,-31.533,1.434,0.000,-1.434,1.441,0.000,-1.441,period-based
114,114,bpr,5118,10854,1.000000,0.146902,0.091300,0.228108,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,611.661,-1.000,0.000,359.235,611.661,252.426,,,,0.000,611.661,0.258,34.171,21.238,0.884,0.966,0.966,633.000,633.000,0.000,0.000,0.000,1.000,1.000,611.661,0.955,1.142,0.833,0.000,38.640,32.844,0.400,4.000,26.951,27.549,55.845,2.630,55.845,2.630,0.304,0.000,"",611.661,611.661,0.966,0.966,38.640,38.640,38.640,38.640,37.939,38.130,38.322,38.513,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,611.661,611.661,0.000,34.171,0.000,-34.171,0.966,0.000,-0.966,0.833,0.000,-0.833,period-based
115,115,bpr,5118,11255,2.000000,0.307641,0.191200,0.358277,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,1083.738,-1.000,0.000,533.683,1083.738,550.054,,,,0.000,1083.738,0.367,50.257,31.235,0.975,0.640,0.640,847.000,1694.000,0.000,0.000,0.000,1.000,2.000,541.869,0.955,1.142,0.160,0.000,51.520,43.792,0.400,4.000,47.557,43.781,207.211,6.634,207.211,6.634,0.163,0.000,"",1083.738,1083.738,0.640,0.640,51.520,51.520,51.520,51.520,51.061,51.186,51.311,51.437,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,1083.738,1083.738,0.000,50.257,0.000,-50.257,0.640,0.000,-0.640,0.160,0.000,-0.160,period-based
116,116,bpr,5118,11910,1.000000,0.218502,0.135800,0.339289,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,1408.777,-1.000,0.000,1039.336,1408.777,369.441,,,,0.000,1408.777,1.588,8.256,5.131,0.214,2.226,2.226,633.000,633.000,0.000,0.000,0.000,1.000,1.000,1408.777,0.955,1.142,2.380,0.000,38.640,32.844,0.400,4.000,4.268,2.373,191.312,37.282,191.312,37.282,29.316,27.910,"",1408.777,1408.777,2.226,2.226,38.640,38.640,38.640,38.640,37.860,38.073,38.285,38.498,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,1408.777,1408.777,0.000,8.256,0.000,-8.256,2.226,0.000,-2.226,2.380,0.000,-2.380,period-based
117,117,bpr,5119,5727,2.000000,0.093322,0.058000,0.108682,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1474.753,-1.000,0.000,820.490,1474.753,654.264,,,,0.000,1474.753,0.118,47.433,29.480,0.921,0.871,0.871,847.000,1694.000,0.000,0.000,0.000,1.000,2.000,737.377,0.955,1.142,0.549,0.000,51.520,43.792,0.400,4.000,40.069,42.261,85.536,2.901,85.536,2.901,0.230,0.000,"",1474.753,1474.753,0.871,0.871,51.520,51.520,51.520,51.520,50.603,50.853,51.103,51.353,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,1474.753,1474.753,0.000,47.433,0.000,-47.433,0.871,0.000,-0.871,0.549,0.000,-0.549,period-based
118,118,qvdf,5174,1357,7.000000,0.671114,0.417100,1.190974,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.191,33.810,21.013,1.000,0.000,0.000,10000.000,70000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,33.810,0.000,-33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
